CustomerID,Country,State,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,CLTV,Churn Reason,Cluster,Segment
1032-MAELW,United States,California,Fresno,"36.768774, -119.762633",Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,No,0,5071,No Churn,2,Loyal High-Value
7641-TQFHN,United States,California,Fresno,"36.799648, -119.801247",Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,No,0,3124,No Churn,1,At-Risk New
1552-TKMXS,United States,California,Fresno,"36.78724, -119.827813",Female,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,No,0,2127,No Churn,1,At-Risk New
8622-ZLFKO,United States,California,Fresno,"36.822715, -119.761826",Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,No,0,4297,No Churn,1,At-Risk New
6188-UXBBR,United States,California,Fresno,"36.878709, -119.7645",Female,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,814.75,No,0,4411,No Churn,0,Budget Customers
2333-KWEWW,United States,California,Fresno,"36.732694, -119.783786",Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,388.6,No,0,2782,No Churn,1,At-Risk New
5702-SKUOB,United States,California,Fresno,"36.78979, -119.929894",Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,No,0,4580,No Churn,0,Budget Customers
1134-YWTYF,United States,California,Fresno,"36.623632, -119.741322",Male,No,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.8,1389.85,No,0,2563,No Churn,1,At-Risk New
6061-GWWAV,United States,California,Fresno,"36.793601, -119.761131",Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,No,0,5365,No Churn,0,Budget Customers
0679-TDGAK,United States,California,Fresno,"36.751489, -119.68072",Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,No,0,5141,No Churn,2,Loyal High-Value
6585-WCEWR,United States,California,Fresno,"36.757345, -119.818274",Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.35,1354.4,No,0,4949,No Churn,0,Budget Customers
9067-YGSCA,United States,California,Salinas,"36.64152, -121.622188",Female,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1856.4,No,0,4467,No Churn,0,Budget Customers
9067-SQTNS,United States,California,Salinas,"36.667794, -121.601306",Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926.0,No,0,2471,No Churn,1,At-Risk New
1776-SPBWV,United States,California,Salinas,"36.77462, -121.664714",Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,No,0,2272,No Churn,1,At-Risk New
8735-SDUFN,United States,California,Salinas,"36.624338, -121.615669",Female,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,No,0,4397,No Churn,0,Budget Customers
9668-PUGNU,United States,California,Big Sur,"36.092975, -121.549826",Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.5,1816.2,No,0,4058,No Churn,0,Budget Customers
9405-GPBBG,United States,California,Carmel By The Sea,"36.554618, -121.922239",Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No,0,5718,No Churn,2,Loyal High-Value
1926-QUZNN,United States,California,Carmel,"36.460611, -121.852507",Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,No,0,4551,No Churn,0,Budget Customers
7016-NVRIC,United States,California,Chualar,"36.596271, -121.442274",Male,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,No,0,3553,No Churn,1,At-Risk New
5829-NVSQN,United States,California,Gonzales,"36.52588, -121.396719",Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,0,3519,No Churn,1,At-Risk New
9565-AXSMR,United States,California,Greenfield,"36.248708, -121.386617",Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,No,0,4203,No Churn,0,Budget Customers
8869-LIHMK,United States,California,King City,"36.220761, -120.980777",Female,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,No,0,5213,No Churn,2,Loyal High-Value
0447-RXSGD,United States,California,Monterey,"36.362741, -121.869685",Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,No,0,5207,No Churn,0,Budget Customers
4927-WWOOZ,United States,California,Pacific Grove,"36.618337, -121.926417",Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,0,4889,No Churn,0,Budget Customers
5788-YPOEG,United States,California,Pebble Beach,"36.587497, -121.944815",Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,No,0,2020,No Churn,1,At-Risk New
0661-KBKPA,United States,California,Seaside,"36.625114, -121.823565",Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,No,0,5052,No Churn,2,Loyal High-Value
9081-WWXKP,United States,California,Soledad,"36.414216, -121.360597",Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,No,0,2070,No Churn,1,At-Risk New
0784-ZQJZX,United States,California,Spreckels,"36.624641, -121.647195",Male,No,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,No,0,5730,No Churn,0,Budget Customers
3133-PZNSR,United States,California,Belmont,"37.509366, -122.306132",Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,0,4054,No Churn,2,Loyal High-Value
0722-SVSFK,United States,California,Half Moon Bay,"37.45567, -122.407992",Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,No,0,5041,No Churn,0,Budget Customers
3612-YVGSJ,United States,California,La Honda,"37.285677, -122.224165",Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,No,0,4742,No Churn,0,Budget Customers
9825-YCXWZ,United States,California,Loma Mar,"37.266388, -122.26308",Female,Yes,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,No,0,2227,No Churn,1,At-Risk New
5397-NSKQG,United States,California,Los Altos,"37.349546, -122.134356",Male,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No,0,5281,No Churn,2,Loyal High-Value
8565-HBFNN,United States,California,Los Altos,"37.352911, -122.093002",Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,No,0,5935,No Churn,2,Loyal High-Value
2000-DHJUY,United States,California,Menlo Park,"37.449551, -122.183762",Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,No,0,5264,No Churn,2,Loyal High-Value
8670-ERCJH,United States,California,Portola Valley,"37.369709, -122.215844",Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,No,0,6347,No Churn,2,Loyal High-Value
7758-UJWYS,United States,California,Millbrae,"37.601248, -122.403099",Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,No,0,3897,No Churn,0,Budget Customers
2050-ONYDQ,United States,California,Montara,"37.540582, -122.509594",Female,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,No,0,5352,No Churn,0,Budget Customers
7055-JCGNI,United States,California,Moss Beach,"37.515556, -122.502311",Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,0,4182,No Churn,2,Loyal High-Value
0739-UUAJR,United States,California,Mountain View,"37.380662, -122.086022",Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,No,0,4954,No Churn,2,Loyal High-Value
4826-DXMUP,United States,California,Mountain View,"37.388349, -122.075299",Male,No,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,No,0,5510,No Churn,0,Budget Customers
7285-KLOTR,United States,California,Pacifica,"37.573633, -122.455167",Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,No,0,2495,No Churn,1,At-Risk New
0654-PQKDW,United States,California,Pescadero,"37.22565, -122.297533",Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No,0,4133,No Churn,2,Loyal High-Value
7175-NTIXE,United States,California,Redwood City,"37.461251, -122.235414",Female,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,0,3955,No Churn,1,At-Risk New
7963-SHNDT,United States,California,Redwood City,"37.410567, -122.297152",Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,No,0,4247,No Churn,0,Budget Customers
9796-BPKIW,United States,California,Redwood City,"37.499411, -122.196318",Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,No,0,2939,No Churn,1,At-Risk New
0188-GWFLE,United States,California,Redwood City,"37.527497, -122.230941",Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,0,4978,No Churn,0,Budget Customers
8129-GMVGI,United States,California,San Bruno,"37.624436, -122.430661",Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,0,5172,No Churn,0,Budget Customers
2882-DDZPG,United States,California,San Carlos,"37.497915, -122.267361",Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,No,0,4862,No Churn,0,Budget Customers
3547-LQRIK,United States,California,San Gregorio,"37.331762, -122.341444",Female,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,No,0,2382,No Churn,1,At-Risk New
9137-NOQKA,United States,California,South San Francisco,"37.654436, -122.426468",Male,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,No,0,4577,No Churn,0,Budget Customers
5843-TTHGI,United States,California,Sunnyvale,"37.378541, -122.020456",Female,No,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,0,4952,No Churn,0,Budget Customers
1849-RJYIG,United States,California,Sunnyvale,"37.3511, -122.037311",Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,0,5862,No Churn,0,Budget Customers
8868-GAGIO,United States,California,Sunnyvale,"37.421633, -122.009613",Male,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No,0,3289,No Churn,2,Loyal High-Value
4061-UKJWL,United States,California,San Francisco,"37.7795, -122.419233",Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,No,0,3666,No Churn,1,At-Risk New
5380-XPJNZ,United States,California,San Francisco,"37.773147, -122.411287",Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,0,4539,No Churn,0,Budget Customers
8263-QMNTJ,United States,California,San Francisco,"37.791222, -122.402241",Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No,0,5890,No Churn,2,Loyal High-Value
3230-JCNZS,United States,California,San Francisco,"37.768881, -122.395521",Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,0,4305,No Churn,2,Loyal High-Value
0277-ORXQS,United States,California,San Francisco,"37.791998, -122.408653",Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,0,4652,No Churn,2,Loyal High-Value
7996-BPXHY,United States,California,San Francisco,"37.801776, -122.402293",Female,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,0,4734,No Churn,0,Budget Customers
3227-WLKLI,United States,California,San Francisco,"37.720498, -122.443119",Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,0,4921,No Churn,2,Loyal High-Value
2266-FUBDZ,United States,California,San Francisco,"37.786031, -122.437301",Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,No,0,2742,No Churn,1,At-Risk New
8237-ULIXL,United States,California,San Francisco,"37.74441, -122.486764",Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No,0,4067,No Churn,0,Budget Customers
8216-AZUUZ,United States,California,San Francisco,"37.781304, -122.461522",Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,No,0,3265,No Churn,2,Loyal High-Value
9153-BTBVV,United States,California,San Francisco,"37.776718, -122.495781",Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753.0,No,0,4066,No Churn,0,Budget Customers
5186-PEIZU,United States,California,San Francisco,"37.731505, -122.384532",Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,No,0,4988,No Churn,0,Budget Customers
1074-AMIOH,United States,California,San Francisco,"37.736535, -122.45732",Female,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,No,0,5989,No Churn,2,Loyal High-Value
4361-FEBGN,United States,California,San Francisco,"37.746699, -122.442833",Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,No,0,4399,No Churn,0,Budget Customers
7748-UMTRK,United States,California,San Francisco,"37.722302, -122.491129",Female,Yes,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,No,0,2440,No Churn,1,At-Risk New
0380-ZCSBI,United States,California,San Francisco,"37.802071, -122.411004",Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,No,0,2411,No Churn,1,At-Risk New
7145-FEJWU,United States,California,San Francisco,"37.721052, -122.413573",Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,0,5913,No Churn,0,Budget Customers
6463-MVYRY,United States,California,Palo Alto,"37.444314, -122.149996",Female,Yes,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,No,0,4759,No Churn,2,Loyal High-Value
3969-JQABI,United States,California,Palo Alto,"37.45809, -122.115398",Female,No,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,No,0,5912,No Churn,2,Loyal High-Value
9624-EGDEQ,United States,California,Palo Alto,"37.386978, -122.177746",Female,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,No,0,5336,No Churn,0,Budget Customers
1051-EQPZR,United States,California,Stanford,"37.424342, -122.165641",Female,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No,0,5584,No Churn,0,Budget Customers
5849-ASHZJ,United States,California,Palo Alto,"37.416159, -122.131337",Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,No,0,2400,No Churn,1,At-Risk New
5780-INQIK,United States,California,San Mateo,"37.590421, -122.306467",Female,No,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No,0,2907,No Churn,1,At-Risk New
4526-ZJJTM,United States,California,San Mateo,"37.538309, -122.305109",Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,0,4849,No Churn,0,Budget Customers
8384-FZBJK,United States,California,San Mateo,"37.556094, -122.272437",Female,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,No,0,6351,No Churn,2,Loyal High-Value
3750-RNQKR,United States,California,Alameda,"37.774633, -122.274434",Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,No,0,4788,No Churn,0,Budget Customers
0962-CQPWQ,United States,California,Alameda,"37.724817, -122.224363",Female,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,No,0,4574,No Churn,0,Budget Customers
3096-YXENJ,United States,California,Danville,"37.791481, -121.903253",Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No,0,4193,No Churn,2,Loyal High-Value
1265-BCFEO,United States,California,Alamo,"37.855717, -121.994813",Female,No,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No,0,4518,No Churn,2,Loyal High-Value
5837-LXSDN,United States,California,Angwin,"38.542448, -122.419923",Female,No,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,No,0,2845,No Churn,1,At-Risk New
5945-AZYHT,United States,California,Antioch,"37.980057, -121.801599",Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,No,0,4564,No Churn,2,Loyal High-Value
8325-QRPZR,United States,California,Benicia,"38.113533, -122.11926",Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525.0,No,0,4216,No Churn,1,At-Risk New
6384-VMJHP,United States,California,Bethel Island,"38.050558, -121.646924",Female,No,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,No,0,5127,No Churn,2,Loyal High-Value
2262-SLNVK,United States,California,Birds Landing,"38.140719, -121.838298",Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,No,0,2475,No Churn,1,At-Risk New
7730-CLDSV,United States,California,Brentwood,"37.908242, -121.682472",Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,No,0,4616,No Churn,2,Loyal High-Value
1135-HIORI,United States,California,Byron,"37.83323, -121.601461",Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,No,0,5129,No Churn,2,Loyal High-Value
0164-APGRB,United States,California,Calistoga,"38.629618, -122.593216",Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,No,0,4589,No Churn,2,Loyal High-Value
6481-ESCNL,United States,California,Clayton,"37.881842, -121.848111",Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,No,0,4847,No Churn,2,Loyal High-Value
1790-NESIO,United States,California,Concord,"37.950248, -122.022455",Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.4,261.3,No,0,4883,No Churn,0,Budget Customers
1550-EENBN,United States,California,Concord,"37.990118, -122.012188",Female,No,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,No,0,5320,No Churn,2,Loyal High-Value
8198-RKSZG,United States,California,El Cerrito,"37.924838, -122.289145",Female,No,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,0,5772,No Churn,0,Budget Customers
9297-EONCV,United States,California,Fremont,"37.572273, -121.964583",Female,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,0,5378,No Churn,2,Loyal High-Value
1069-QJOEE,United States,California,Hayward,"37.674002, -122.076796",Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,505.45,No,0,4134,No Churn,0,Budget Customers
7799-DSEWS,United States,California,Hayward,"37.639215, -122.037554",Male,No,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No,0,5993,No Churn,0,Budget Customers
8766-PAFNE,United States,California,Hayward,"37.62984, -122.120843",Male,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,0,5872,No Churn,2,Loyal High-Value
5315-CKEQK,United States,California,Castro Valley,"37.708327, -122.083473",Male,Yes,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.8,No,0,5195,No Churn,0,Budget Customers
3130-ICDUP,United States,California,Hercules,"37.991259, -122.214945",Female,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,0,5346,No Churn,0,Budget Customers
0820-FNRNX,United States,California,Lafayette,"37.907777, -122.127161",Male,No,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No,0,2814,No Churn,1,At-Risk New
0880-FVFWF,United States,California,Livermore,"37.571748, -121.659562",Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No,0,4449,No Churn,2,Loyal High-Value
4611-ANLQC,United States,California,Castro Valley,"37.722727, -122.02157",Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,No,0,5493,No Churn,0,Budget Customers
4213-HKBJO,United States,California,Martinez,"38.014457, -122.115432",Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,No,0,3378,No Churn,1,At-Risk New
2792-LSHWX,United States,California,Fremont,"37.555473, -122.080312",Female,No,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No,0,5960,No Churn,0,Budget Customers
0014-BMAQU,United States,California,Napa,"38.489789, -122.27011",Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,5377.8,No,0,4604,No Churn,2,Loyal High-Value
9018-PCIOK,United States,California,Newark,"37.504133, -122.032347",Female,No,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,No,0,4634,No Churn,2,Loyal High-Value
4837-QUSFT,United States,California,Oakley,"37.999406, -121.686241",Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,6643.5,No,0,4915,No Churn,2,Loyal High-Value
9953-ZMKSM,United States,California,Pinole,"37.996462, -122.293716",Male,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1559.3,No,0,4530,No Churn,0,Budget Customers
